place_verse_id,reference_id,place_label_id,place_id,place_label,place_label_count,place_verse_sequence,place_verse_notes
GEN 11:9__Babel_1_1,GEN 11:9,Babel_1_1,Babel_1,Babel,1,330,
GEN 11:9__Earth_1_1,GEN 11:9,Earth_1_1,Earth_1,Earth,2,331,Earth- the whole planet.  No distinction is being made here between the dry land and the sea.
GEN 11:10__NA,GEN 11:10,NA,NA,NA,,332,
GEN 11:11__NA,GEN 11:11,NA,NA,NA,,333,
GEN 11:12__NA,GEN 11:12,NA,NA,NA,,334,
GEN 11:13__NA,GEN 11:13,NA,NA,NA,,335,
GEN 11:14__NA,GEN 11:14,NA,NA,NA,,336,
GEN 11:15__NA,GEN 11:15,NA,NA,NA,,337,
GEN 11:16__NA,GEN 11:16,NA,NA,NA,,338,
GEN 11:17__NA,GEN 11:17,NA,NA,NA,,339,
GEN 11:18__NA,GEN 11:18,NA,NA,NA,,340,
GEN 11:19__NA,GEN 11:19,NA,NA,NA,,341,
GEN 11:20__NA,GEN 11:20,NA,NA,NA,,342,
GEN 11:21__NA,GEN 11:21,NA,NA,NA,,343,
GEN 11:22__NA,GEN 11:22,NA,NA,NA,,344,
GEN 11:23__NA,GEN 11:23,NA,NA,NA,,345,
GEN 11:24__NA,GEN 11:24,NA,NA,NA,,346,
GEN 11:25__NA,GEN 11:25,NA,NA,NA,,347,
GEN 11:26__NA,GEN 11:26,NA,NA,NA,,348,
GEN 11:27__NA,GEN 11:27,NA,NA,NA,,349,
GEN 11:28__Ur_1_1,GEN 11:28,Ur_1_1,Ur_1,Ur,1,350,
GEN 11:28__Chaldea_1_1,GEN 11:28,Chaldea_1_1,Chaldea_1,Chaldea,1,351,
GEN 11:29__NA,GEN 11:29,NA,NA,NA,,352,
GEN 11:30__NA,GEN 11:30,NA,NA,NA,,353,
GEN 11:31__Ur_1_1,GEN 11:31,Ur_1_1,Ur_1,Ur,1,354,
GEN 11:31__Chaldea_1_1,GEN 11:31,Chaldea_1_1,Chaldea_1,Chaldea,1,355,
GEN 11:31__Canaan_1_1,GEN 11:31,Canaan_1_1,Canaan_1,Canaan,1,356,the land of Canaan
GEN 11:31__Haran_1_1,GEN 11:31,Haran_1_1,Haran_1,Haran,1,357,
GEN 11:32__Haran_1_1,GEN 11:32,Haran_1_1,Haran_1,Haran,1,358,
GEN 12:1__NA,GEN 12:1,NA,NA,NA,,359,
GEN 12:2__NA,GEN 12:2,NA,NA,NA,,360,
GEN 12:3__Earth_1_1,GEN 12:3,Earth_1_1,Earth_1,Earth,1,361,Earth- the whole planet.  No distinction is being made here between the dry land and the sea.
GEN 12:4__Haran_1_1,GEN 12:4,Haran_1_1,Haran_1,Haran,1,362,
GEN 12:5__Haran_1_1,GEN 12:5,Haran_1_1,Haran_1,Haran,1,363,
GEN 12:5__Canaan_1_1,GEN 12:5,Canaan_1_1,Canaan_1,Canaan,2,364,the land of Canaan
GEN 12:6__Shechem_1_1,GEN 12:6,Shechem_1_1,Shechem_1,Shechem,1,365,
GEN 12:6__Moreh_1_1,GEN 12:6,Moreh_1_1,Moreh_1,Moreh,1,366,oak of Moreh
GEN 12:7__NA,GEN 12:7,NA,NA,NA,,367,
GEN 12:8__Bethel_1_1,GEN 12:8,Bethel_1_1,Bethel_1,Bethel,2,368,
GEN 12:8__Ai_1_1,GEN 12:8,Ai_1_1,Ai_1,Ai,1,369,
GEN 12:9__Negev_1_1,GEN 12:9,Negev_1_1,Negev_1,Negev,1,370,
GEN 12:10__Egypt_1_1,GEN 12:10,Egypt_1_1,Egypt_1,Egypt,1,371,
GEN 12:11__Egypt_1_1,GEN 12:11,Egypt_1_1,Egypt_1,Egypt,1,372,
GEN 12:12__NA,GEN 12:12,NA,NA,NA,,373,
GEN 12:13__NA,GEN 12:13,NA,NA,NA,,374,
GEN 12:14__Egypt_1_1,GEN 12:14,Egypt_1_1,Egypt_1,Egypt,1,375,
GEN 12:15__NA,GEN 12:15,NA,NA,NA,,376,
GEN 12:16__NA,GEN 12:16,NA,NA,NA,,377,
GEN 12:17__NA,GEN 12:17,NA,NA,NA,,378,
GEN 12:18__NA,GEN 12:18,NA,NA,NA,,379,
GEN 12:19__NA,GEN 12:19,NA,NA,NA,,380,
GEN 12:20__NA,GEN 12:20,NA,NA,NA,,381,
GEN 13:1__Egypt_1_1,GEN 13:1,Egypt_1_1,Egypt_1,Egypt,1,382,
GEN 13:1__Negev_1_1,GEN 13:1,Negev_1_1,Negev_1,Negev,1,383,
GEN 13:2__NA,GEN 13:2,NA,NA,NA,,384,
GEN 13:3__Negev_1_1,GEN 13:3,Negev_1_1,Negev_1,Negev,1,385,
GEN 13:3__Bethel_1_1,GEN 13:3,Bethel_1_1,Bethel_1,Bethel,2,386,
GEN 13:3__Ai_1_1,GEN 13:3,Ai_1_1,Ai_1,Ai,1,387,
GEN 13:4__NA,GEN 13:4,NA,NA,NA,,388,
GEN 13:5__NA,GEN 13:5,NA,NA,NA,,389,
GEN 13:6__NA,GEN 13:6,NA,NA,NA,,390,
GEN 13:7__NA,GEN 13:7,NA,NA,NA,,391,
GEN 13:8__NA,GEN 13:8,NA,NA,NA,,392,
GEN 13:9__NA,GEN 13:9,NA,NA,NA,,393,
GEN 13:10__Valley of the Jordan_1_1,GEN 13:10,Valley of the Jordan_1_1,Valley of the Jordan_1,Valley of the Jordan,1,394,
GEN 13:10__Sodom_1_1,GEN 13:10,Sodom_1_1,Sodom_1,Sodom,1,395,
GEN 13:10__Gomorrah_1_1,GEN 13:10,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,396,
GEN 13:10__The Garden_1_3,GEN 13:10,The Garden_1_3,The Garden_1,Garden of the LORD,1,397,
GEN 13:10__Egypt_1_1,GEN 13:10,Egypt_1_1,Egypt_1,Egypt,1,398,the land of Egypt
GEN 13:10__Zoar_1_1,GEN 13:10,Zoar_1_1,Zoar_1,Zoar,1,399,
GEN 13:11__Valley of the Jordan_1_1,GEN 13:11,Valley of the Jordan_1_1,Valley of the Jordan_1,Valley of the Jordan,1,400,
GEN 13:12__Canaan_1_1,GEN 13:12,Canaan_1_1,Canaan_1,Canaan,1,401,the land of Canaan
GEN 13:12__Sodom_1_1,GEN 13:12,Sodom_1_1,Sodom_1,Sodom,1,402,
GEN 13:13__Sodom_1_1,GEN 13:13,Sodom_1_1,Sodom_1,Sodom,1,403,
GEN 13:14__NA,GEN 13:14,NA,NA,NA,,404,
GEN 13:15__NA,GEN 13:15,NA,NA,NA,,405,
GEN 13:16__NA,GEN 13:16,NA,NA,NA,,406,
GEN 13:17__NA,GEN 13:17,NA,NA,NA,,407,
GEN 13:18__Mamre_1_1,GEN 13:18,Mamre_1_1,Mamre_1,Mamre,1,408,oaks of Mamre
GEN 13:18__Hebron_1_1,GEN 13:18,Hebron_1_1,Hebron_1,Hebron,1,409,
GEN 14:1__Shinar_1_1,GEN 14:1,Shinar_1_1,Shinar_1,Shinar,1,410,
GEN 14:1__Assyria_1_2,GEN 14:1,Assyria_1_2,Assyria_1,Ellasar,1,411,
GEN 14:1__Elam_1_1,GEN 14:1,Elam_1_1,Elam_1,Elam,1,412,
GEN 14:2__Sodom_1_1,GEN 14:2,Sodom_1_1,Sodom_1,Sodom,1,413,
GEN 14:2__Gomorrah_1_1,GEN 14:2,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,414,
GEN 14:2__Admah_1_1,GEN 14:2,Admah_1_1,Admah_1,Admah,1,415,
GEN 14:2__Zeboiim_1_1,GEN 14:2,Zeboiim_1_1,Zeboiim_1,Zeboiim,1,416,
GEN 14:2__Zoar_1_2,GEN 14:2,Zoar_1_2,Zoar_1,Bela,1,417,
GEN 14:2__Zoar_1_1,GEN 14:2,Zoar_1_1,Zoar_1,Zoar,1,418,
GEN 14:3__Valley of Siddim_1_1,GEN 14:3,Valley of Siddim_1_1,Valley of Siddim_1,Valley of Siddim,1,419,
GEN 14:3__Salt Sea_1_2,GEN 14:3,Salt Sea_1_2,Salt Sea_1,Salt Sea,1,420,
GEN 14:4__NA,GEN 14:4,NA,NA,NA,,421,
GEN 14:5__Ashteroth-karnaim_1_1,GEN 14:5,Ashteroth-karnaim_1_1,Ashteroth-karnaim_1,Ashteroth-karnaim,1,422,
GEN 14:5__Ham_1_1,GEN 14:5,Ham_1_1,Ham_1,Ham,1,423,
GEN 14:5__Shaveh-kiriathaim_1_1,GEN 14:5,Shaveh-kiriathaim_1_1,Shaveh-kiriathaim_1,Shaveh-kiriathaim,1,424,
GEN 14:6__Mount Seir_1_1,GEN 14:6,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,425,
GEN 14:6__El-paran_1_1,GEN 14:6,El-paran_1_1,El-paran_1,El-paran,1,426,
GEN 14:7__Kadesh_1_2,GEN 14:7,Kadesh_1_2,Kadesh_1,En-mishpat,1,427,
GEN 14:7__Kadesh_1_1,GEN 14:7,Kadesh_1_1,Kadesh_1,Kadesh,1,428,
GEN 14:7__Hazazon-tamar_1_1,GEN 14:7,Hazazon-tamar_1_1,Hazazon-tamar_1,Hazazon-tamar,1,429,
GEN 14:8__Sodom_1_1,GEN 14:8,Sodom_1_1,Sodom_1,Sodom,1,430,
GEN 14:8__Gomorrah_1_1,GEN 14:8,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,431,
GEN 14:8__Admah_1_1,GEN 14:8,Admah_1_1,Admah_1,Admah,1,432,
GEN 14:8__Zeboiim_1_1,GEN 14:8,Zeboiim_1_1,Zeboiim_1,Zeboiim,1,433,
GEN 14:8__Zoar_1_2,GEN 14:8,Zoar_1_2,Zoar_1,Bela,1,434,
GEN 14:8__Zoar_1_1,GEN 14:8,Zoar_1_1,Zoar_1,Zoar,1,435,
GEN 14:8__Valley of Siddim_1_1,GEN 14:8,Valley of Siddim_1_1,Valley of Siddim_1,Valley of Siddim,1,436,
GEN 14:9__Elam_1_1,GEN 14:9,Elam_1_1,Elam_1,Elam,1,437,
GEN 14:9__Shinar_1_1,GEN 14:9,Shinar_1_1,Shinar_1,Shinar,1,438,
GEN 14:9__Assyria_1_2,GEN 14:9,Assyria_1_2,Assyria_1,Ellasar,1,439,
GEN 14:10__Valley of Siddim_1_1,GEN 14:10,Valley of Siddim_1_1,Valley of Siddim_1,Valley of Siddim,1,440,
GEN 14:10__Sodom_1_1,GEN 14:10,Sodom_1_1,Sodom_1,Sodom,1,441,
GEN 14:10__Gomorrah_1_1,GEN 14:10,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,442,
GEN 14:11__Sodom_1_1,GEN 14:11,Sodom_1_1,Sodom_1,Sodom,1,443,
GEN 14:11__Gomorrah_1_1,GEN 14:11,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,444,
GEN 14:12__Sodom_1_1,GEN 14:12,Sodom_1_1,Sodom_1,Sodom,1,445,
GEN 14:13__Mamre_1_1,GEN 14:13,Mamre_1_1,Mamre_1,Mamre,1,446,oaks of Mamre
GEN 14:14__Dan_1_1,GEN 14:14,Dan_1_1,Dan_1,Dan,1,447,
GEN 14:15__Hobah_1_1,GEN 14:15,Hobah_1_1,Hobah_1,Hobah,1,448,
GEN 14:15__Damascus_1_1,GEN 14:15,Damascus_1_1,Damascus_1,Damascus,1,449,
GEN 14:16__NA,GEN 14:16,NA,NA,NA,,450,
GEN 14:17__Sodom_1_1,GEN 14:17,Sodom_1_1,Sodom_1,Sodom,1,451,
GEN 14:17__King's Valley_1_2,GEN 14:17,King's Valley_1_2,King's Valley_1,Valley of Shaveh,1,452,
GEN 14:17__King's Valley_1_1,GEN 14:17,King's Valley_1_1,King's Valley_1,King's Valley,1,453,
GEN 14:18__Jerusalem_1_1,GEN 14:18,Jerusalem_1_1,Jerusalem_1,Salem,1,454,
GEN 14:19__heaven_1_1,GEN 14:19,heaven_1_1,heaven_1,heaven,1,455,the distinction drawn by the text is between heaven (the abode of stars) and earth (the planet)
GEN 14:19__Earth_1_1,GEN 14:19,Earth_1_1,Earth_1,Earth,1,456,
GEN 14:20__NA,GEN 14:20,NA,NA,NA,,457,
GEN 14:21__Sodom_1_1,GEN 14:21,Sodom_1_1,Sodom_1,Sodom,1,458,
GEN 14:22__Sodom_1_1,GEN 14:22,Sodom_1_1,Sodom_1,Sodom,1,459,
GEN 14:22__heaven_1_1,GEN 14:22,heaven_1_1,heaven_1,heaven,1,460,the distinction drawn by the text is between heaven (the abode of stars) and earth (the planet)
GEN 14:22__Earth_1_1,GEN 14:22,Earth_1_1,Earth_1,Earth,1,461,
GEN 14:23__NA,GEN 14:23,NA,NA,NA,,462,
GEN 14:24__NA,GEN 14:24,NA,NA,NA,,463,
GEN 15:1__NA,GEN 15:1,NA,NA,NA,,464,
GEN 15:2__Damascus_1_1,GEN 15:2,Damascus_1_1,Damascus_1,Damascus,1,465,Eliezer of Damascus
GEN 15:3__NA,GEN 15:3,NA,NA,NA,,466,
GEN 15:4__NA,GEN 15:4,NA,NA,NA,,467,
GEN 15:5__heaven_1_1,GEN 15:5,heaven_1_1,heaven_1,heaven,1,468,the context of counting the stars indicates heaven_1
GEN 15:6__NA,GEN 15:6,NA,NA,NA,,469,
GEN 15:7__Ur_1_1,GEN 15:7,Ur_1_1,Ur_1,Ur,1,470,
GEN 15:7__Chaldea_1_1,GEN 15:7,Chaldea_1_1,Chaldea_1,Chaldea,1,471,
GEN 15:8__NA,GEN 15:8,NA,NA,NA,,472,
GEN 15:9__NA,GEN 15:9,NA,NA,NA,,473,
GEN 15:10__NA,GEN 15:10,NA,NA,NA,,474,
GEN 15:11__NA,GEN 15:11,NA,NA,NA,,475,
GEN 15:12__NA,GEN 15:12,NA,NA,NA,,476,
GEN 15:13__NA,GEN 15:13,NA,NA,NA,,477,
GEN 15:14__NA,GEN 15:14,NA,NA,NA,,478,
GEN 15:15__NA,GEN 15:15,NA,NA,NA,,479,
GEN 15:16__NA,GEN 15:16,NA,NA,NA,,480,
GEN 15:17__NA,GEN 15:17,NA,NA,NA,,481,
GEN 15:18__Nile_1_1,GEN 15:18,Nile_1_1,Nile_1,River of Egypt,1,482,
GEN 15:18__Euphrates_1_2,GEN 15:18,Euphrates_1_2,Euphrates_1,the Great River,1,483,
GEN 15:18__Euphrates_1_1,GEN 15:18,Euphrates_1_1,Euphrates_1,Euphrates,1,484,
GEN 15:19__NA,GEN 15:19,NA,NA,NA,,485,
GEN 15:20__NA,GEN 15:20,NA,NA,NA,,486,
GEN 15:21__NA,GEN 15:21,NA,NA,NA,,487,
GEN 16:1__NA,GEN 16:1,NA,NA,NA,,488,
GEN 16:2__NA,GEN 16:2,NA,NA,NA,,489,
GEN 16:3__Canaan_1_1,GEN 16:3,Canaan_1_1,Canaan_1,Canaan,1,490,the land of Canaan
GEN 16:4__NA,GEN 16:4,NA,NA,NA,,491,
GEN 16:5__NA,GEN 16:5,NA,NA,NA,,492,
GEN 16:6__NA,GEN 16:6,NA,NA,NA,,493,
GEN 16:7__Shur_1_1,GEN 16:7,Shur_1_1,Shur_1,Shur,1,494,
GEN 16:8__NA,GEN 16:8,NA,NA,NA,,495,
GEN 16:9__NA,GEN 16:9,NA,NA,NA,,496,
GEN 16:10__NA,GEN 16:10,NA,NA,NA,,497,
GEN 16:11__NA,GEN 16:11,NA,NA,NA,,498,
GEN 16:12__NA,GEN 16:12,NA,NA,NA,,499,
GEN 16:13__NA,GEN 16:13,NA,NA,NA,,500,
GEN 16:14__Beer-lahai-roi_1_1,GEN 16:14,Beer-lahai-roi_1_1,Beer-lahai-roi_1,Beer-lahai-roi,1,501,
GEN 16:14__Kadesh_1_1,GEN 16:14,Kadesh_1_1,Kadesh_1,Kadesh,1,502,
GEN 16:14__Bered_1_1,GEN 16:14,Bered_1_1,Bered_1,Bered,1,503,
GEN 16:15__NA,GEN 16:15,NA,NA,NA,,504,
GEN 16:16__NA,GEN 16:16,NA,NA,NA,,505,
GEN 17:1__NA,GEN 17:1,NA,NA,NA,,506,
GEN 17:2__NA,GEN 17:2,NA,NA,NA,,507,
GEN 17:3__NA,GEN 17:3,NA,NA,NA,,508,
GEN 17:4__NA,GEN 17:4,NA,NA,NA,,509,
GEN 17:5__NA,GEN 17:5,NA,NA,NA,,510,
GEN 17:6__NA,GEN 17:6,NA,NA,NA,,511,
GEN 17:7__NA,GEN 17:7,NA,NA,NA,,512,
GEN 17:8__Canaan_1_1,GEN 17:8,Canaan_1_1,Canaan_1,Canaan,1,513,the land of Canaan
GEN 17:9__NA,GEN 17:9,NA,NA,NA,,514,
GEN 17:10__NA,GEN 17:10,NA,NA,NA,,515,
GEN 17:11__NA,GEN 17:11,NA,NA,NA,,516,
GEN 17:12__NA,GEN 17:12,NA,NA,NA,,517,
GEN 17:13__NA,GEN 17:13,NA,NA,NA,,518,
GEN 17:14__NA,GEN 17:14,NA,NA,NA,,519,
GEN 17:15__NA,GEN 17:15,NA,NA,NA,,520,
GEN 17:16__NA,GEN 17:16,NA,NA,NA,,521,
GEN 17:17__NA,GEN 17:17,NA,NA,NA,,522,
GEN 17:18__NA,GEN 17:18,NA,NA,NA,,523,
GEN 17:19__NA,GEN 17:19,NA,NA,NA,,524,
GEN 17:20__NA,GEN 17:20,NA,NA,NA,,525,
GEN 17:21__NA,GEN 17:21,NA,NA,NA,,526,
GEN 17:22__NA,GEN 17:22,NA,NA,NA,,527,
GEN 17:23__NA,GEN 17:23,NA,NA,NA,,528,
GEN 17:24__NA,GEN 17:24,NA,NA,NA,,529,
GEN 17:25__NA,GEN 17:25,NA,NA,NA,,530,
GEN 17:26__NA,GEN 17:26,NA,NA,NA,,531,
GEN 17:27__NA,GEN 17:27,NA,NA,NA,,532,
GEN 18:1__Mamre_1_1,GEN 18:1,Mamre_1_1,Mamre_1,Mamre,1,533,oaks of Mamre
GEN 18:2__NA,GEN 18:2,NA,NA,NA,,534,
GEN 18:3__NA,GEN 18:3,NA,NA,NA,,535,
GEN 18:4__NA,GEN 18:4,NA,NA,NA,,536,
GEN 18:5__NA,GEN 18:5,NA,NA,NA,,537,
GEN 18:6__NA,GEN 18:6,NA,NA,NA,,538,
GEN 18:7__NA,GEN 18:7,NA,NA,NA,,539,
GEN 18:8__NA,GEN 18:8,NA,NA,NA,,540,
GEN 18:9__NA,GEN 18:9,NA,NA,NA,,541,
GEN 18:10__NA,GEN 18:10,NA,NA,NA,,542,
GEN 18:11__NA,GEN 18:11,NA,NA,NA,,543,
GEN 18:12__NA,GEN 18:12,NA,NA,NA,,544,
GEN 18:13__NA,GEN 18:13,NA,NA,NA,,545,
GEN 18:14__NA,GEN 18:14,NA,NA,NA,,546,
GEN 18:15__NA,GEN 18:15,NA,NA,NA,,547,
GEN 18:16__NA,GEN 18:16,NA,NA,NA,,548,
GEN 18:17__NA,GEN 18:17,NA,NA,NA,,549,
GEN 18:18__NA,GEN 18:18,NA,NA,NA,,550,
GEN 18:19__NA,GEN 18:19,NA,NA,NA,,551,
GEN 18:20__Sodom_1_1,GEN 18:20,Sodom_1_1,Sodom_1,Sodom,1,552,
GEN 18:20__Gomorrah_1_1,GEN 18:20,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,553,
GEN 18:21__NA,GEN 18:21,NA,NA,NA,,554,
GEN 18:22__Sodom_1_1,GEN 18:22,Sodom_1_1,Sodom_1,Sodom,1,555,
GEN 18:23__NA,GEN 18:23,NA,NA,NA,,556,
GEN 18:24__NA,GEN 18:24,NA,NA,NA,,557,
GEN 18:25__NA,GEN 18:25,NA,NA,NA,,558,
GEN 18:26__NA,GEN 18:26,NA,NA,NA,,559,
GEN 18:27__NA,GEN 18:27,NA,NA,NA,,560,
GEN 18:28__NA,GEN 18:28,NA,NA,NA,,561,
GEN 18:29__NA,GEN 18:29,NA,NA,NA,,562,
GEN 18:30__NA,GEN 18:30,NA,NA,NA,,563,
GEN 18:31__NA,GEN 18:31,NA,NA,NA,,564,
GEN 18:32__NA,GEN 18:32,NA,NA,NA,,565,
GEN 18:33__NA,GEN 18:33,NA,NA,NA,,566,
GEN 19:1__Sodom_1_1,GEN 19:1,Sodom_1_1,Sodom_1,Sodom,2,567,
GEN 19:2__NA,GEN 19:2,NA,NA,NA,,568,
GEN 19:3__NA,GEN 19:3,NA,NA,NA,,569,
GEN 19:4__Sodom_1_1,GEN 19:4,Sodom_1_1,Sodom_1,Sodom,1,570,the men of Sodom
GEN 19:5__NA,GEN 19:5,NA,NA,NA,,571,
GEN 19:6__NA,GEN 19:6,NA,NA,NA,,572,
GEN 19:7__NA,GEN 19:7,NA,NA,NA,,573,
GEN 19:8__NA,GEN 19:8,NA,NA,NA,,574,
GEN 19:9__NA,GEN 19:9,NA,NA,NA,,575,
GEN 19:10__NA,GEN 19:10,NA,NA,NA,,576,
GEN 19:11__NA,GEN 19:11,NA,NA,NA,,577,
GEN 19:12__NA,GEN 19:12,NA,NA,NA,,578,
GEN 19:13__NA,GEN 19:13,NA,NA,NA,,579,
GEN 19:14__NA,GEN 19:14,NA,NA,NA,,580,
GEN 19:15__NA,GEN 19:15,NA,NA,NA,,581,
GEN 19:16__NA,GEN 19:16,NA,NA,NA,,582,
GEN 19:17__NA,GEN 19:17,NA,NA,NA,,583,
GEN 19:18__NA,GEN 19:18,NA,NA,NA,,584,
GEN 19:19__NA,GEN 19:19,NA,NA,NA,,585,
GEN 19:20__NA,GEN 19:20,NA,NA,NA,,586,
GEN 19:21__NA,GEN 19:21,NA,NA,NA,,587,
GEN 19:22__Zoar_1_1,GEN 19:22,Zoar_1_1,Zoar_1,Zoar,1,588,
GEN 19:23__Zoar_1_1,GEN 19:23,Zoar_1_1,Zoar_1,Zoar,1,589,
GEN 19:24__Sodom_1_1,GEN 19:24,Sodom_1_1,Sodom_1,Sodom,1,590,
GEN 19:24__Gomorrah_1_1,GEN 19:24,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,591,
GEN 19:24__heaven_1_1,GEN 19:24,heaven_1_1,heaven_1,heaven,1,592,
GEN 19:25__NA,GEN 19:25,NA,NA,NA,,593,
GEN 19:26__NA,GEN 19:26,NA,NA,NA,,594,
GEN 19:27__NA,GEN 19:27,NA,NA,NA,,595,
GEN 19:28__Sodom_1_1,GEN 19:28,Sodom_1_1,Sodom_1,Sodom,1,596,
GEN 19:28__Gomorrah_1_1,GEN 19:28,Gomorrah_1_1,Gomorrah_1,Gomorrah,1,597,
GEN 19:29__Zoar_1_1,GEN 19:29,Zoar_1_1,Zoar_1,Zoar,2,598,
GEN 19:30__NA,GEN 19:30,NA,NA,NA,,599,
GEN 19:31__NA,GEN 19:31,NA,NA,NA,,600,
GEN 19:32__NA,GEN 19:32,NA,NA,NA,,601,
GEN 19:33__NA,GEN 19:33,NA,NA,NA,,602,
GEN 19:34__NA,GEN 19:34,NA,NA,NA,,603,
GEN 19:35__NA,GEN 19:35,NA,NA,NA,,604,
GEN 19:36__NA,GEN 19:36,NA,NA,NA,,605,
GEN 19:37__NA,GEN 19:37,NA,NA,NA,,606,Moab here is the person rather than the location
GEN 19:38__NA,GEN 19:38,NA,NA,NA,,607,Ammon here is the person rather than the location
GEN 20:1__Negev_1_1,GEN 20:1,Negev_1_1,Negev_1,Negev,1,608,
GEN 20:1__Kadesh_1_1,GEN 20:1,Kadesh_1_1,Kadesh_1,Kadesh,1,609,
GEN 20:1__Shur_1_1,GEN 20:1,Shur_1_1,Shur_1,Shur,1,610,
GEN 20:1__Gerar_1_1,GEN 20:1,Gerar_1_1,Gerar_1,Gerar,1,611,
GEN 20:2__Gerar_1_1,GEN 20:2,Gerar_1_1,Gerar_1,Gerar,1,612,
GEN 20:3__NA,GEN 20:3,NA,NA,NA,,613,
GEN 20:4__NA,GEN 20:4,NA,NA,NA,,614,
GEN 20:5__NA,GEN 20:5,NA,NA,NA,,615,
GEN 20:6__NA,GEN 20:6,NA,NA,NA,,616,
GEN 20:7__NA,GEN 20:7,NA,NA,NA,,617,
GEN 20:8__NA,GEN 20:8,NA,NA,NA,,618,
GEN 20:9__NA,GEN 20:9,NA,NA,NA,,619,
GEN 20:10__NA,GEN 20:10,NA,NA,NA,,620,
GEN 20:11__NA,GEN 20:11,NA,NA,NA,,621,
GEN 20:12__NA,GEN 20:12,NA,NA,NA,,622,
GEN 20:13__NA,GEN 20:13,NA,NA,NA,,623,
GEN 20:14__NA,GEN 20:14,NA,NA,NA,,624,
GEN 20:15__NA,GEN 20:15,NA,NA,NA,,625,
GEN 20:16__NA,GEN 20:16,NA,NA,NA,,626,
GEN 20:17__NA,GEN 20:17,NA,NA,NA,,627,
GEN 20:18__NA,GEN 20:18,NA,NA,NA,,628,
GEN 21:1__NA,GEN 21:1,NA,NA,NA,,629,
GEN 21:2__NA,GEN 21:2,NA,NA,NA,,630,
GEN 21:3__NA,GEN 21:3,NA,NA,NA,,631,
GEN 21:4__NA,GEN 21:4,NA,NA,NA,,632,
GEN 21:5__NA,GEN 21:5,NA,NA,NA,,633,
GEN 21:6__NA,GEN 21:6,NA,NA,NA,,634,
GEN 21:7__NA,GEN 21:7,NA,NA,NA,,635,
GEN 21:8__NA,GEN 21:8,NA,NA,NA,,636,
GEN 21:9__NA,GEN 21:9,NA,NA,NA,,637,
GEN 21:10__NA,GEN 21:10,NA,NA,NA,,638,
GEN 21:11__NA,GEN 21:11,NA,NA,NA,,639,
GEN 21:12__NA,GEN 21:12,NA,NA,NA,,640,
GEN 21:13__NA,GEN 21:13,NA,NA,NA,,641,
GEN 21:14__Beersheba_1_1,GEN 21:14,Beersheba_1_1,Beersheba_1,Beersheba,1,642,wilderness of Beersheba
GEN 21:15__NA,GEN 21:15,NA,NA,NA,,643,
GEN 21:16__NA,GEN 21:16,NA,NA,NA,,644,
GEN 21:17__heaven_2_1,GEN 21:17,heaven_2_1,heaven_2,heaven,1,645,a voice from the sky rather than outer space or a spiritual abode?
GEN 21:18__NA,GEN 21:18,NA,NA,NA,,646,
GEN 21:19__NA,GEN 21:19,NA,NA,NA,,647,
GEN 21:20__NA,GEN 21:20,NA,NA,NA,,648,
GEN 21:21__Paran_1_1,GEN 21:21,Paran_1_1,Paran_1,Paran,1,649,wilderness of Paran
GEN 21:21__Egypt_1_1,GEN 21:21,Egypt_1_1,Egypt_1,Egypt,1,650,the land of Egypt
GEN 21:22__NA,GEN 21:22,NA,NA,NA,,651,
GEN 21:23__NA,GEN 21:23,NA,NA,NA,,652,
GEN 21:24__NA,GEN 21:24,NA,NA,NA,,653,
GEN 21:25__NA,GEN 21:25,NA,NA,NA,,654,
GEN 21:26__NA,GEN 21:26,NA,NA,NA,,655,
GEN 21:27__NA,GEN 21:27,NA,NA,NA,,656,
GEN 21:28__NA,GEN 21:28,NA,NA,NA,,657,
GEN 21:29__NA,GEN 21:29,NA,NA,NA,,658,
GEN 21:30__NA,GEN 21:30,NA,NA,NA,,659,
GEN 21:31__Beersheba_1_1,GEN 21:31,Beersheba_1_1,Beersheba_1,Beersheba,1,660,
GEN 21:32__Beersheba_1_1,GEN 21:32,Beersheba_1_1,Beersheba_1,Beersheba,1,661,
GEN 21:33__Beersheba_1_1,GEN 21:33,Beersheba_1_1,Beersheba_1,Beersheba,1,662,
GEN 21:34__NA,GEN 21:34,NA,NA,NA,,663,
GEN 22:1__NA,GEN 22:1,NA,NA,NA,,664,
GEN 22:2__Moriah_1_1,GEN 22:2,Moriah_1_1,Moriah_1,Moriah,1,665,
GEN 22:3__NA,GEN 22:3,NA,NA,NA,,666,
GEN 22:4__NA,GEN 22:4,NA,NA,NA,,667,
GEN 22:5__NA,GEN 22:5,NA,NA,NA,,668,
GEN 22:6__NA,GEN 22:6,NA,NA,NA,,669,
GEN 22:7__NA,GEN 22:7,NA,NA,NA,,670,
GEN 22:8__NA,GEN 22:8,NA,NA,NA,,671,
GEN 22:9__NA,GEN 22:9,NA,NA,NA,,672,
GEN 22:10__NA,GEN 22:10,NA,NA,NA,,673,
